state,sa4,age,sex,atsi,education,lfs,count,areasqkm_2016,population,density
Victoria,Melbourne - North East,55-59 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",116,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",7769,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",365,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Male,Not stated,Degree-level or higher,"Employed, any",5,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",52,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Female,ATSI (any),Degree-level or higher,"Employed, any",9,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",31,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",7,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",2516,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",87,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",6693,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",286,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Female,Not stated,Degree-level or higher,"Employed, any",7,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",49,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,55-59 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Male,ATSI (any),Degree-level or higher,"Employed, any",6,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",28,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",1684,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",100,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",5284,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",306,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Male,Not stated,Degree-level or higher,"Employed, any",0,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",46,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",3,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Female,ATSI (any),Degree-level or higher,"Employed, any",4,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",24,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",1520,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",45,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",4147,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",161,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Female,Not stated,Degree-level or higher,"Employed, any",9,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",45,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North East,60-64 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1851.2645,495351,267.57440657453327
Victoria,Melbourne - North West,25-29 years,Male,ATSI (any),Degree-level or higher,"Employed, any",3,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",56,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",4,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",2921,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",229,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",7212,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",685,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Male,Not stated,Degree-level or higher,"Employed, any",12,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",64,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",7,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Female,ATSI (any),Degree-level or higher,"Employed, any",17,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",28,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",10,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",3737,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",245,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",4636,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",466,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Female,Not stated,Degree-level or higher,"Employed, any",16,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",26,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,25-29 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",5,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Male,ATSI (any),Degree-level or higher,"Employed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",52,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",3720,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",131,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",7290,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",502,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Male,Not stated,Degree-level or higher,"Employed, any",12,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",35,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",4,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Female,ATSI (any),Degree-level or higher,"Employed, any",14,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",31,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",7,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",4095,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",226,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",4454,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",339,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Female,Not stated,Degree-level or higher,"Employed, any",10,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",22,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,30-34 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",3,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Male,ATSI (any),Degree-level or higher,"Employed, any",8,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",39,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",4,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",3421,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",121,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",6771,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",440,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Male,Not stated,Degree-level or higher,"Employed, any",9,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",30,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",9,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Female,ATSI (any),Degree-level or higher,"Employed, any",12,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",29,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",3546,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",178,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",4352,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",350,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Female,Not stated,Degree-level or higher,"Employed, any",9,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",21,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,35-39 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",4,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Male,ATSI (any),Degree-level or higher,"Employed, any",6,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",39,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",3,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",2546,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",104,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",6950,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",426,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Male,Not stated,Degree-level or higher,"Employed, any",7,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",45,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",9,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Female,ATSI (any),Degree-level or higher,"Employed, any",11,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",28,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",9,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",3015,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",118,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",5180,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",424,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Female,Not stated,Degree-level or higher,"Employed, any",5,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",20,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,40-44 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",8,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Male,ATSI (any),Degree-level or higher,"Employed, any",4,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",39,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",5,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",1935,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",77,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",7392,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",402,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Male,Not stated,Degree-level or higher,"Employed, any",3,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",43,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Female,ATSI (any),Degree-level or higher,"Employed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",38,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",5,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",2247,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",97,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",6056,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",389,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Female,Not stated,Degree-level or higher,"Employed, any",12,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",37,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,45-49 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",4,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Male,ATSI (any),Degree-level or higher,"Employed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",27,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",1506,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",81,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",6995,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",361,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Male,Not stated,Degree-level or higher,"Employed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",43,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",3,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Female,ATSI (any),Degree-level or higher,"Employed, any",8,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",21,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",1648,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",52,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",5873,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",311,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Female,Not stated,Degree-level or higher,"Employed, any",6,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",34,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,50-54 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Male,ATSI (any),Degree-level or higher,"Employed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",30,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",3,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",1232,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",72,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",5553,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",293,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Male,Not stated,Degree-level or higher,"Employed, any",3,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",42,1619.69,363368,224.34416462409473
Victoria,Melbourne - North West,55-59 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,1619.69,363368,224.34416462409473
